Pot. Lampada,Pot. Ventoinha,Temp,Umidade,Tempo
100,0,30.3,95,332
100,0,30,95,333
100,0,30,95,334
100,0,30.5,95,335
100,0,30.5,95,336
100,0,30.5,95,337
100,0,30.5,95,338
100,0,30.9,95,339
100,0,30.9,95,340
100,0,30.9,95,341
100,0,30.9,95,342
100,0,30.9,95,343
100,0,30.9,95,344
100,0,31.4,95,345
100,0,31.4,95,346
100,0,31,95,347
100,0,31,95,348
100,0,31.1,95,349
100,0,31.1,95,350
100,0,31.5,95,351
100,0,31.5,95,352
100,0,31.5,95,353
100,0,31.5,95,354
100,0,31.9,95,355
100,0,31.9,95,356
100,0,31.9,95,357
100,0,31.9,95,358
100,0,31.7,95,359
100,0,31.7,95,360
100,0,32,95,361
100,0,32,95,362
100,0,32,95,363
100,0,32,95,364
100,0,32,95,365
100,0,32,95,366
100,0,32.4,95,367
100,0,32.4,95,368
100,0,32.5,95,369
100,0,32.5,95,370
100,0,32.5,95,371
100,0,32.5,95,372
100,0,32.5,95,373
100,0,32.5,95,374
100,0,33,95,375
100,0,33,95,376
100,0,32.6,95,377
100,0,32.6,95,378
100,0,32.6,95,379
100,0,32.6,95,380
100,0,33.1,95,381
100,0,33.1,95,382
100,0,33.1,95,383
100,0,33.1,95,384
100,0,33.1,95,385
100,0,33.1,95,386
100,0,33.1,95,387
100,0,33.1,95,388
100,0,33.6,95,389
100,0,33.6,95,390
100,0,33.6,95,391
100,0,33.6,95,392
100,0,33.2,95,393
100,0,33.2,95,394
100,0,33.2,95,395
100,0,33.2,95,396
100,0,33.7,95,397
100,0,33.7,95,398
100,0,33.7,95,399
100,0,33.7,95,400
100,0,33.7,95,401
100,0,33.7,95,402
100,0,33.7,95,403
100,0,33.7,95,404
100,0,34,95,405
100,0,34,95,406
100,0,34.2,95,407
100,0,34.2,95,408
100,0,34.2,95,409
100,0,34.2,95,410
100,0,34.2,95,411
100,0,34.2,95,412
100,0,33.8,95,413
100,0,33.8,95,414
100,0,34.3,95,415
100,0,34.3,95,416
100,0,34.3,95,417
100,0,34.3,95,418
100,0,34.3,95,419
100,0,34.3,95,420
100,0,34.3,95,421
100,0,34.3,95,422
100,0,34.3,95,423
100,0,34.3,95,424
100,0,34.4,95,425
100,0,34.4,95,426
100,0,34.8,95,427
100,0,34.8,95,428
100,0,34.8,95,429
100,0,34.8,95,430
100,0,34.8,95,431
100,0,34.8,95,432
100,0,34.8,95,433
100,0,34.8,95,434
100,0,34.5,95,435
100,0,34.5,95,436
100,0,34.6,95,437
100,0,34.6,95,438
100,0,34.9,95,439
100,0,34.9,95,440
100,0,34.9,95,441
100,0,34.9,95,442
100,0,34.9,95,443
100,0,34.9,95,444
100,0,34.9,95,445
100,0,34.9,95,446
100,0,34.9,95,447
100,0,34.9,95,448
100,0,34.9,95,449
100,0,34.9,95,450
100,0,35.6,95,451
100,0,35.6,95,452
100,0,35.6,95,453
100,0,35.6,95,454
100,0,35.6,95,455
100,0,35.6,95,456
100,0,35.6,95,457
100,0,35.6,95,458
100,0,35.6,95,459
100,0,35.6,95,460
100,0,35.6,95,461
100,0,35.6,95,462
100,0,35.3,95,463
100,0,35.3,95,464
100,0,35.7,95,465
100,0,35.7,95,466
100,0,35.7,95,467
100,0,35.7,95,468
100,0,35.7,95,469
100,0,35.7,95,470
100,0,35.7,95,471
100,0,35.7,95,472
100,0,35.7,95,473
100,0,35.7,95,474
100,0,35.7,95,475
100,0,35.7,95,476
100,0,35.7,95,477
100,0,35.7,95,478
100,0,36.4,95,479
100,0,36.4,95,480
100,0,36.4,95,481
100,0,36.4,95,482
100,0,36.4,95,483
100,0,36.4,95,484
100,0,36.4,95,485
100,0,36.4,95,486
100,0,36.4,95,487
100,0,36.4,95,488
100,0,36.3,95,489
100,0,36.3,95,490
100,0,35.9,95,491
100,0,35.9,95,492
100,0,35.9,95,493
100,0,35.9,95,494
100,0,36.6,95,495
100,0,36.6,95,496
100,0,36.6,95,497
100,0,36.6,95,498
100,0,36.6,95,499
100,0,36.6,95,500
100,0,36.6,95,501
100,0,36.6,95,502
100,0,36.6,95,503
100,0,36.6,95,504
100,0,36.6,95,505
100,0,36.6,95,506
100,0,36.6,95,507
100,0,36.6,95,508
100,0,36.6,95,509
100,0,36.6,95,510
100,0,36.6,95,511
100,0,36.6,95,512
100,0,36.9,95,513
100,0,36.9,95,514
100,0,37.2,95,515
100,0,37.2,95,516
100,0,37.2,95,517
100,0,37.2,95,518
100,0,37.2,95,519
100,0,37.2,95,520
100,0,37.2,95,521
100,0,37.2,95,522
100,0,37.2,95,523
100,0,37.2,95,524
100,0,37.2,95,525
100,0,37.2,95,526
100,0,37.2,95,527
100,0,37.2,95,528
100,0,37.2,95,529
100,0,37.2,95,530
100,0,36.8,95,531
100,0,36.8,95,532
100,0,36.8,95,533
100,0,36.8,95,534
100,0,37,95,535
100,0,37,95,536
100,0,37.3,95,537
100,0,37.3,95,538
100,0,37.4,95,539
100,0,37.4,95,540
100,0,37.4,95,541
100,0,37.4,95,542
100,0,37.4,95,543
100,0,37.4,95,544
100,0,37.4,95,545
100,0,37.4,95,546
100,0,37.4,95,547
100,0,37.4,95,548
100,0,37.4,95,549
100,0,37.4,95,550
100,0,37.4,95,551
100,0,37.4,95,552
100,0,37.4,95,553
100,0,37.4,95,554
100,0,37.4,95,555
100,0,37.4,95,556
100,0,37.4,95,557
100,0,37.4,95,558
100,0,37.4,95,559
100,0,37.4,95,560
100,0,37.4,95,561
100,0,37.4,95,562
100,0,37.7,95,563
100,0,37.7,95,564
100,0,38.1,95,565
100,0,38.1,95,566
100,0,38.1,95,567
100,0,38.1,95,568
100,0,38.1,95,569
100,0,38.1,95,570
100,0,38.1,95,571
100,0,38.1,95,572
100,0,38.1,95,573
100,0,38.1,95,574
100,0,38.1,95,575
100,0,38.1,95,576
100,0,37.8,95,577
100,0,37.8,95,578
100,0,37.6,95,579
100,0,37.6,95,580
100,0,37.6,95,581
100,0,37.6,95,582
100,0,37.6,95,583
100,0,37.6,95,584
100,0,37.6,95,585
100,0,37.6,95,586
100,0,37.6,95,587
100,0,37.6,95,588
100,0,37.6,95,589
100,0,37.6,95,590
100,0,37.6,95,591
100,0,37.6,95,592
100,0,38.1,95,593
100,0,38.1,95,594
100,0,38.3,95,595
100,0,38.3,95,596
100,0,38.3,95,597
100,0,38.3,95,598
100,0,38.3,95,599
100,0,38.3,95,600
100,0,38.3,95,601
100,0,38.3,95,602
100,0,38.3,95,603
100,0,38.3,95,604
100,0,38.3,95,605
100,0,38.3,95,606
100,0,38.3,95,607
100,0,38.3,95,608
100,0,38.3,95,609
100,0,38.3,95,610
100,0,38.3,95,611
100,0,38.3,95,612
100,0,38.3,95,613
100,0,38.3,95,614
100,0,38.3,95,615
100,0,38.3,95,616
100,0,38.3,95,617
100,0,38.3,95,618
100,0,38.3,95,619
100,0,38.3,95,620
100,0,38.3,95,621
100,0,38.3,95,622
100,0,38.3,95,623
100,0,38.3,95,624
100,0,38.5,95,625
100,0,38.5,95,626
100,0,38.9,95,627
100,0,38.9,95,628
100,0,38.9,95,629
100,0,38.9,95,630
100,0,38.9,95,631
100,0,38.9,95,632
100,0,38.9,95,633
100,0,38.9,95,634
100,0,38.9,95,635
100,0,38.9,95,636
100,0,38.8,95,637
100,0,38.8,95,638
100,0,38.8,95,639
100,0,38.8,95,640
100,0,38.6,95,641
100,0,38.6,95,642
100,0,38.5,95,643
100,0,38.5,95,644
100,0,38.5,95,645
100,0,38.5,95,646
100,0,38.5,95,647
100,0,38.5,95,648
100,0,38.5,95,649
100,0,38.5,95,650
100,0,38.5,95,651
100,0,38.5,95,652
100,0,38.5,95,653
100,0,38.5,95,654
100,0,38.5,95,655
100,0,38.5,95,656
100,0,38.5,95,657
100,0,38.5,95,658
100,0,38.5,95,659
100,0,38.5,95,660
100,0,38.5,95,661
100,0,38.5,95,662
100,0,38.6,95,663
100,0,38.6,95,664
100,0,38.7,95,665
100,0,38.7,95,666
100,0,39.2,95,667
100,0,39.2,95,668
100,0,39.2,95,669
100,0,39.2,95,670
100,0,39.2,95,671
100,0,39.2,95,672
100,0,39.2,95,673
100,0,39.2,95,674
100,0,39.2,95,675
100,0,39.2,95,676
100,0,39.2,95,677
100,0,39.2,95,678
100,0,39.2,95,679
100,0,39.2,95,680
100,0,39.2,95,681
100,0,39.2,95,682
100,0,39.2,95,683
100,0,39.2,95,684
100,0,39.2,95,685
100,0,39.2,95,686
100,0,39.2,95,687
100,0,39.2,95,688
100,0,39.2,95,689
100,0,39.2,95,690
100,0,39.2,95,691
100,0,39.2,95,692
100,0,39.2,95,693
100,0,39.2,95,694
100,0,39.2,95,695
100,0,39.2,95,696
100,0,39.2,95,697
100,0,39.2,95,698
100,0,39.2,95,699
100,0,39.2,95,700
100,0,39.2,95,701
100,0,39.2,95,702
100,0,39.1,95,703
100,0,39.1,95,704
100,0,39.1,95,705
100,0,39.1,95,706
100,0,39.2,95,707
100,0,39.2,95,708
100,0,39.3,95,709
100,0,39.3,95,710
100,0,39.3,95,711
100,0,39.3,95,712
100,0,39.4,95,713
100,0,39.4,95,714
100,0,39.4,95,715
100,0,39.4,95,716
100,0,39.4,95,717
100,0,39.4,95,718
100,0,39.4,95,719
100,0,39.4,95,720
100,0,39.4,95,721
100,0,39.4,95,722
100,0,39.4,95,723
100,0,39.4,95,724
100,0,39.4,95,725
100,0,39.4,95,726
100,0,39.4,95,727
100,0,39.4,95,728
100,0,39.4,95,729
100,0,39.4,95,730
100,0,39.4,95,731
100,0,39.4,95,732
100,0,39.4,95,733
100,0,39.4,95,734
100,0,39.4,95,735
100,0,39.4,95,736
100,0,39.4,95,737
100,0,39.4,95,738
100,0,39.4,95,739
100,0,39.4,95,740
100,0,39.4,95,741
100,0,39.4,95,742
100,0,39.4,95,743
100,0,39.4,95,744
100,0,39.4,95,745
100,0,39.4,95,746
100,0,39.4,95,747
100,0,39.4,95,748
100,0,39.4,95,749
100,0,39.4,95,750
100,0,39.4,95,751
100,0,39.4,95,752
100,0,39.4,95,753
100,0,39.4,95,754
100,0,39.4,95,755
100,0,39.4,95,756
100,0,39.4,95,757
100,0,39.4,95,758
100,0,39.4,95,759
100,0,39.4,95,760
100,0,39.4,95,761
100,0,39.4,95,762
100,0,39.4,95,763
100,0,39.4,95,764
100,0,39.4,95,765
100,0,39.4,95,766
100,0,39.4,95,767
100,0,39.4,95,768
100,0,39.4,95,769
100,0,39.4,95,770
100,0,39.4,95,771
100,0,39.4,95,772
100,0,39.4,95,773
100,0,39.4,95,774
100,0,39.4,95,775
100,0,39.4,95,776
100,0,39.5,95,777
100,0,39.5,95,778
100,0,39.4,95,779
100,0,39.4,95,780
100,0,39.7,95,781
100,0,39.7,95,782
100,0,39.7,95,783
100,0,39.7,95,784
100,0,40,95,785
100,0,40,95,786
100,0,39.7,95,787
100,0,39.7,95,788
100,0,40.1,95,789
100,0,40.1,95,790
100,0,40.1,95,791
100,0,40.1,95,792
100,0,40.1,95,793
100,0,40.1,95,794
100,0,40.1,95,795
100,0,40.1,95,796
100,0,40.1,95,797
100,0,40.1,95,798
100,0,40.1,95,799
100,0,40.1,95,800
100,0,40.1,95,801
100,0,40.1,95,802
100,0,40.1,95,803
100,0,40.1,95,804
100,0,40.1,95,805
100,0,40.1,95,806
100,0,40.1,95,807
100,0,40.1,95,808
100,0,40.1,95,809
100,0,40.1,95,810
100,0,40.1,95,811
100,0,40.1,95,812
100,0,40.1,95,813
100,0,40.1,95,814
100,0,40.1,95,815
100,0,40.1,95,816
100,0,40.1,95,817
100,0,40.1,95,818
100,0,40.1,95,819
100,0,40.1,95,820
100,0,40.1,95,821
100,0,40.1,95,822
100,0,40.1,95,823
100,0,40.1,95,824
100,0,40.1,95,825
100,0,40.1,95,826
100,0,40.1,95,827
100,0,40.1,95,828
100,0,40.1,95,829
100,0,40.1,95,830
100,0,40.1,95,831
100,0,40.1,95,832
100,0,40.1,95,833
100,0,40.1,95,834
100,0,40.1,95,835
100,0,40.1,95,836
100,0,40.1,95,837
100,0,40.1,95,838
100,0,40.1,95,839
100,0,40.1,95,840
100,0,40.1,95,841
100,0,40.1,95,842
100,0,40.1,95,843
100,0,40.1,95,844
100,0,40.1,95,845
100,0,40.1,95,846
100,0,40.1,95,847
100,0,40.1,95,848
100,0,40.1,95,849
100,0,40.1,95,850
100,0,40.1,95,851
100,0,40.1,95,852
100,0,40.1,95,853
100,0,40.1,95,854
100,0,40.1,95,855
100,0,40.1,95,856
100,0,40.1,95,857
100,0,40.1,95,858
100,0,40.1,95,859
100,0,40.1,95,860
100,0,40.1,95,861
100,0,40.1,95,862
100,0,40.1,95,863
100,0,40.1,95,864
100,0,40.1,95,865
100,0,40.1,95,866
100,0,40.1,95,867
100,0,40.1,95,868
100,0,40.1,95,869
100,0,40.1,95,870
100,0,40.1,95,871
100,0,40.1,95,872
100,0,40.1,95,873
100,0,40.1,95,874
100,0,40.1,95,875
100,0,40.1,95,876
100,0,40.1,95,877
100,0,40.1,95,878
100,0,40.1,95,879
100,0,40.1,95,880
100,0,40.1,95,881
100,0,40.1,95,882
100,0,40.1,95,883
100,0,40.1,95,884
100,0,40.1,95,885
100,0,40.1,95,886
100,0,40.1,95,887
100,0,40.1,95,888
100,0,40.1,95,889
100,0,40.1,95,890
100,0,40.1,95,891
100,0,40.1,95,892
100,0,40.1,95,893
100,0,40.1,95,894
100,0,40.1,95,895
100,0,40.1,95,896
100,0,40.1,95,897
100,0,40.1,95,898
100,0,40.1,95,899
100,0,40.1,95,900
100,0,40.1,95,901
100,0,40.1,95,902
100,0,40.1,95,903
100,0,40.1,95,904
100,0,40.1,95,905
100,0,40.1,95,906
100,0,40.1,95,907
100,0,40.1,95,908
100,0,40.1,95,909
100,0,40.1,95,910
100,0,40.1,95,911
100,0,40.1,95,912
100,0,40.1,95,913
100,0,40.1,95,914
100,0,40.1,95,915
100,0,40.1,95,916
100,0,40.1,95,917
100,0,40.1,95,918
100,0,40.1,95,919
100,0,40.1,95,920
100,0,40.1,95,921
100,0,40.1,95,922
100,0,40.1,95,923
100,0,40.1,95,924
100,0,40.1,95,925
100,0,40.1,95,926
100,0,40.1,95,927
100,0,40.1,95,928
100,0,40.1,95,929
100,0,40.1,95,930
100,0,40.1,95,931
100,0,40.1,95,932
100,0,40.1,95,933
100,0,40.1,95,934
100,0,40.1,95,935
100,0,40.1,95,936
100,0,40.1,95,937
100,0,40.1,95,938
100,0,40.1,95,939
100,0,40.1,95,940
100,0,40.1,95,941
100,0,40.1,95,942
100,0,40.1,95,943
100,0,40.1,95,944
100,0,40.1,95,945
100,0,40.1,95,946
100,0,40.1,95,947
100,0,40.1,95,948
100,0,40.1,95,949
100,0,40.1,95,950
100,0,40.1,95,951
100,0,40.1,95,952
100,0,40.1,95,953
100,0,40.1,95,954
100,0,40.1,95,955
100,0,40.1,95,956
100,0,40.1,95,957
100,0,40.1,95,958
100,0,40.1,95,959
100,0,40.1,95,960
100,0,40.1,95,961
100,0,40.1,95,962
100,0,40.1,95,963
100,0,40.1,95,964
100,0,40.1,95,965
100,0,40.1,95,966
100,0,40.1,95,967
100,0,40.1,95,968
100,0,40.1,95,969
100,0,40.1,95,970
100,0,40.1,95,971
100,0,40.1,95,972
100,0,40.1,95,973
100,0,40.1,95,974
100,0,40.1,95,975
100,0,40.1,95,976
100,0,40.1,95,977
100,0,40.1,95,978
100,0,40.1,95,979
100,0,40.1,95,980
100,0,40.1,95,981
100,0,40.1,95,982
100,0,40.1,95,983
100,0,40.1,95,984
100,0,40.1,95,985
100,0,40.1,95,986
100,0,40.1,95,987
100,0,40.1,95,988
100,0,40.1,95,989
100,0,40.1,95,990
100,0,40.1,95,991
100,0,40.1,95,992
100,0,40.1,95,993
100,0,40.1,95,994
100,0,40.1,95,995
100,0,40.1,95,996
100,0,40.1,95,997
100,0,40.1,95,998
100,0,40.1,95,999
100,0,40.1,95,1000
100,0,40.1,95,1001
100,0,40.1,95,1002
100,0,40.1,95,1003
100,0,40.1,95,1004
100,0,40.1,95,1005
100,0,40.1,95,1006
100,0,40.1,95,1007
100,0,40.1,95,1008
100,0,40.1,95,1009
100,0,40.1,95,1010
100,0,40,95,1011
100,0,40,95,1012
100,0,40.1,95,1013
100,0,40.1,95,1014
100,0,40.1,95,1015
100,0,40.1,95,1016
100,0,40.1,95,1017
100,0,40.1,95,1018
100,0,40.1,95,1019
100,0,40.1,95,1020
100,0,40.1,95,1021
100,0,40.1,95,1022
100,0,40.1,95,1023
100,0,40.1,95,1024
100,0,40.1,95,1025
100,0,40.1,95,1026
100,0,39.9,95,1027
100,0,39.9,95,1028
100,0,39.9,95,1029
100,0,39.9,95,1030
